Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
mochi-dress,Mochi Dress,<p></p>,Homeboy Threads,,Dresses,"private, designer-donated",TRUE,Color,Georgia Blue,Size,0,,,1307220GGB000,453,shopify,1,deny,manual,87.20,218.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/IMG-1292.png?v=1762967520,1,Mochi Dress,FALSE,Mochi Dress | Homeboy Threads Resale | Homeboy Threads,,,g,,,active
mochi-dress,,,,,,,,Color,Georgia Blue,Size,6,,,1307220GGB006,453,shopify,1,deny,manual,87.20,218.00,TRUE,TRUE,,,,,,,,,g,,,
mochi-dress,,,,,,,,Color,Georgia Blue,Size,10,,,1307220GGB010,453,shopify,1,deny,manual,87.20,218.00,TRUE,TRUE,,,,,,,,,g,,,
vivienne-knit-top,Vivienne Knit Top,<p></p>,Homeboy Threads,,Shirts,"private, designer-donated",TRUE,Color,Black,Size,L,,,1317117BLK00L,453,shopify,1,deny,manual,51.20,128.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/IMG-1273.png?v=1762964766,1,Vivienne Knit Top,FALSE,Vivienne Knit Top | Homeboy Threads Resale | Homeboy Threads,,,g,,,active
vivienne-knit-top,,,,,,,,Color,Black,Size,M,,,1317117BLK00M,453,shopify,1,deny,manual,51.20,128.00,TRUE,TRUE,,,,,,,,,g,,,
vivienne-knit-top,,,,,,,,Color,Black,Size,S,,,1317117BLK00S,453,shopify,1,deny,manual,51.20,128.00,TRUE,TRUE,,,,,,,,,g,,,
vivienne-knit-top,,,,,,,,Color,Black,Size,XL,,,1317117BLK0XL,453,shopify,1,deny,manual,51.20,128.00,TRUE,TRUE,,,,,,,,,g,,,
vivienne-knit-top,,,,,,,,Color,Black,Size,XS,,,1317117BLK0XS,453,shopify,1,deny,manual,51.20,128.00,TRUE,TRUE,,,,,,,,,g,,,
briony-dress,Briony Dress,<p></p>,Homeboy Threads,,Dresses,"private, designer-donated",TRUE,Color,Forest,Size,0,,,1317086FOE000,453,shopify,1,deny,manual,111.20,278.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/IMG-1272.jpg?v=1762964604,1,Briony Dress,FALSE,Briony Dress | Homeboy Threads Resale | Homeboy Threads,,,g,,,active
briony-dress,,,,,,,,Color,Forest,Size,2,,,1317086FOE002,453,shopify,1,deny,manual,111.20,278.00,TRUE,TRUE,,,,,,,,,g,,,
briony-dress,,,,,,,,Color,Forest,Size,4,,,1317086FOE004,453,shopify,1,deny,manual,111.20,278.00,TRUE,TRUE,,,,,,,,,g,,,
briony-dress,,,,,,,,Color,Forest,Size,6,,,1317086FOE006,453,shopify,1,deny,manual,111.20,278.00,TRUE,TRUE,,,,,,,,,g,,,
briony-dress,,,,,,,,Color,Forest,Size,8,,,1317086FOE008,453,shopify,1,deny,manual,111.20,278.00,TRUE,TRUE,,,,,,,,,g,,,
briony-dress,,,,,,,,Color,Forest,Size,10,,,1317086FOE010,453,shopify,1,deny,manual,111.20,278.00,TRUE,TRUE,,,,,,,,,g,,,
briony-dress,,,,,,,,Color,Forest,Size,12,,,1317086FOE012,453,shopify,1,deny,manual,111.20,278.00,TRUE,TRUE,,,,,,,,,g,,,
dolly-silk-top,Dolly Silk Top,<p></p>,Homeboy Threads,,Shirts,"private, designer-donated",TRUE,Color,Black,Size,0,,,1317073BLK000,453,shopify,1,deny,manual,75.20,188.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/67033E43-759F-4CB9-BD73-6FDFAEFE8559.png?v=1762964535,1,Dolly Silk Top,FALSE,Dolly Silk Top | Homeboy Threads Resale | Homeboy Threads,,,g,,,active
dolly-silk-top,,,,,,,,Color,Black,Size,4,,,1317073BLK004,453,shopify,1,deny,manual,75.20,188.00,TRUE,TRUE,,,,,,,,,g,,,
dolly-silk-top,,,,,,,,Color,Black,Size,6,,,1317073BLK006,453,shopify,1,deny,manual,75.20,188.00,TRUE,TRUE,,,,,,,,,g,,,
lottie-vest,Lottie Vest,<p></p>,Homeboy Threads,,Shirts,"private, designer-donated",TRUE,Color,Black,Size,L,,,1317072BLK00L,453,shopify,1,deny,manual,67.20,168.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/IMG-1268.png?v=1762964436,1,Lottie Vest,FALSE,Lottie Vest | Homeboy Threads Resale | Homeboy Threads,,,g,,,active
lottie-vest,,,,,,,,Color,Black,Size,XL,,,1317072BLK0XL,453,shopify,1,deny,manual,67.20,168.00,TRUE,TRUE,,,,,,,,,g,,,
lottie-vest,,,,,,,,Color,Black,Size,XS,,,1317072BLK0XS,453,shopify,1,deny,manual,67.20,168.00,TRUE,TRUE,,,,,,,,,g,,,
prima-top,Prima Top,<p></p>,Homeboy Threads,,Shirts,"private, designer-donated",TRUE,Color,Espresso,Size,0,,,1317013SSO000,453,shopify,1,deny,manual,75.20,188.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/IMG-1266.png?v=1762964374,1,Prima Top,FALSE,Prima Top | Homeboy Threads Resale | Homeboy Threads,,,g,,,active
prima-top,,,,,,,,Color,Espresso,Size,2,,,1317013SSO002,453,shopify,1,deny,manual,75.20,188.00,TRUE,TRUE,,,,,,,,,g,,,
prima-top,,,,,,,,Color,Espresso,Size,4,,,1317013SSO004,453,shopify,1,deny,manual,75.20,188.00,TRUE,TRUE,,,,,,,,,g,,,
prima-top,,,,,,,,Color,Espresso,Size,10,,,1317013SSO010,453,shopify,1,deny,manual,75.20,188.00,TRUE,TRUE,,,,,,,,,g,,,
prima-top,,,,,,,,Color,Espresso,Size,12,,,1317013SSO012,453,shopify,1,deny,manual,75.20,188.00,TRUE,TRUE,,,,,,,,,g,,,
donna-top,Donna Top,<p></p>,Homeboy Threads,,Shirts,"private, designer-donated",TRUE,Color,Black,Size,M,,,1317011BLK00M,453,shopify,1,deny,manual,67.20,168.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/IMG-1265.png?v=1762964277,1,Donna Top,FALSE,Donna Top | Homeboy Threads Resale | Homeboy Threads,,,g,,,active
donna-top,,,,,,,,Color,Black,Size,XL,,,1317011BLK0XL,453,shopify,1,deny,manual,67.20,168.00,TRUE,TRUE,,,,,,,,,g,,,
bailee-velvet-top,Bailee Velvet Top,<p></p>,Homeboy Threads,,Shirts,"private, designer-donated",TRUE,Color,Cherry Blossom,Size,6,,,1317002HRY006,453,shopify,1,deny,manual,67.20,168.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/C54C5D5D-E5C6-40DC-8BD3-D5F1AAAE01CF.png?v=1762964185,1,Bailee Velvet Top,FALSE,Bailee Velvet Top | Homeboy Threads Resale | Homeboy Threads,,,g,,,active
chrissie-dress,Chrissie Dress,<p></p>,Homeboy Threads,,Dresses,"private, designer-donated",TRUE,Color,Lipstick,Size,0,,,1316950LPS000,453,shopify,1,deny,manual,119.20,298.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/IMG-1259.jpg?v=1762964034,1,Chrissie Dress,FALSE,Chrissie Dress | Homeboy Threads Resale | Homeboy Threads,,,g,,,active
chrissie-dress,,,,,,,,Color,Lipstick,Size,2,,,1316950LPS002,453,shopify,1,deny,manual,119.20,298.00,TRUE,TRUE,,,,,,,,,g,,,
chrissie-dress,,,,,,,,Color,Lipstick,Size,4,,,1316950LPS004,453,shopify,1,deny,manual,119.20,298.00,TRUE,TRUE,,,,,,,,,g,,,
chrissie-dress,,,,,,,,Color,Lipstick,Size,6,,,1316950LPS006,453,shopify,1,deny,manual,119.20,298.00,TRUE,TRUE,,,,,,,,,g,,,
chrissie-dress,,,,,,,,Color,Lipstick,Size,8,,,1316950LPS008,453,shopify,1,deny,manual,119.20,298.00,TRUE,TRUE,,,,,,,,,g,,,
chrissie-dress,,,,,,,,Color,Lipstick,Size,12,,,1316950LPS012,453,shopify,1,deny,manual,119.20,298.00,TRUE,TRUE,,,,,,,,,g,,,
aubrey-knit-top,Aubrey Knit Top,<p></p>,Homeboy Threads,,Shirts,"private, designer-donated",TRUE,Color,Brown,Size,M,,,1316933BRW00M,453,shopify,1,deny,manual,51.20,128.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/IMG-1257.jpg?v=1762963794,1,Aubrey Knit Top,FALSE,Aubrey Knit Top | Homeboy Threads Resale | Homeboy Threads,,,g,,,active
aubrey-knit-top,,,,,,,,Color,Brown,Size,S,,,1316933BRW00S,453,shopify,1,deny,manual,51.20,128.00,TRUE,TRUE,,,,,,,,,g,,,
aubrey-knit-top,,,,,,,,Color,Brown,Size,XL,,,1316933BRW0XL,453,shopify,1,deny,manual,51.20,128.00,TRUE,TRUE,,,,,,,,,g,,,
aubrey-knit-top,,,,,,,,Color,Brown,Size,XS,,,1316933BRW0XS,453,shopify,1,deny,manual,51.20,128.00,TRUE,TRUE,,,,,,,,,g,,,
aradia-top,Aradia Top,<p></p>,Homeboy Threads,,Shirts,"private, designer-donated",TRUE,Color,Black,Size,6,,,1316916BLK006,453,shopify,1,deny,manual,67.20,168.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/IMG-1255.png?v=1762963618,1,Aradia Top,FALSE,Aradia Top | Homeboy Threads Resale | Homeboy Threads,,,g,,,active
aradia-top,,,,,,,,Color,Black,Size,10,,,1316916BLK010,453,shopify,1,deny,manual,67.20,168.00,TRUE,TRUE,,,,,,,,,g,,,
aradia-top,,,,,,,,Color,Black,Size,12,,,1316916BLK012,453,shopify,1,deny,manual,67.20,168.00,TRUE,TRUE,,,,,,,,,g,,,
astrid-top,Astrid Top,<p></p>,Homeboy Threads,,Shirts,"private, designer-donated",TRUE,Color,Black,Size,4,,,1316910BLK004,453,shopify,1,deny,manual,59.20,148.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/IMG-1253.jpg?v=1762963542,1,Astrid Top,FALSE,Astrid Top | Homeboy Threads Resale | Homeboy Threads,,,g,,,active
astrid-top,,,,,,,,Color,Black,Size,6,,,1316910BLK006,453,shopify,1,deny,manual,59.20,148.00,TRUE,TRUE,,,,,,,,,g,,,
astrid-top,,,,,,,,Color,Black,Size,8,,,1316910BLK008,453,shopify,1,deny,manual,59.20,148.00,TRUE,TRUE,,,,,,,,,g,,,
astrid-top,,,,,,,,Color,Black,Size,10,,,1316910BLK010,453,shopify,1,deny,manual,59.20,148.00,TRUE,TRUE,,,,,,,,,g,,,
astrid-top,,,,,,,,Color,Black,Size,12,,,1316910BLK012,453,shopify,1,deny,manual,59.20,148.00,TRUE,TRUE,,,,,,,,,g,,,
bess-top,Bess Top,<p></p>,Homeboy Threads,,Shirts,"private, designer-donated",TRUE,Color,Dark Slate Check,Size,M,,,1316903DSS00M,453,shopify,1,deny,manual,67.20,168.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/IMG-1251.png?v=1762963379,1,Bess Top,FALSE,Bess Top | Homeboy Threads Resale | Homeboy Threads,,,g,,,active
bess-top,,,,,,,,Color,Dark Slate Check,Size,S,,,1316903DSS00S,453,shopify,1,deny,manual,67.20,168.00,TRUE,TRUE,,,,,,,,,g,,,
bess-top,,,,,,,,Color,Dark Slate Check,Size,XL,,,1316903DSS0XL,453,shopify,1,deny,manual,67.20,168.00,TRUE,TRUE,,,,,,,,,g,,,
bess-top,,,,,,,,Color,Dark Slate Check,Size,XS,,,1316903DSS0XS,453,shopify,1,deny,manual,67.20,168.00,TRUE,TRUE,,,,,,,,,g,,,
paula-heeled-sandal,Paula Heeled Sandal,<p></p>,Homeboy Threads,,Shoes,"private, designer-donated",TRUE,Color,Black Mesh,Size,5,,,1316890BME005,453,shopify,1,deny,manual,111.20,278.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/IMG-1249.jpg?v=1762963276,1,Paula Heeled Sandal,FALSE,Paula Heeled Sandal | Homeboy Threads Resale | Homeboy Threads,,,g,,,active
paula-heeled-sandal,,,,,,,,Color,Black Mesh,Size,6,,,1316890BME006,453,shopify,1,deny,manual,111.20,278.00,TRUE,TRUE,,,,,,,,,g,,,
paula-heeled-sandal,,,,,,,,Color,Black Mesh,Size,9,,,1316890BME009,453,shopify,1,deny,manual,111.20,278.00,TRUE,TRUE,,,,,,,,,g,,,
paula-heeled-sandal,,,,,,,,Color,Black Mesh,Size,5.5,,,1316890BME055,453,shopify,1,deny,manual,111.20,278.00,TRUE,TRUE,,,,,,,,,g,,,
paula-heeled-sandal,,,,,,,,Color,Black Mesh,Size,6.5,,,1316890BME065,453,shopify,1,deny,manual,111.20,278.00,TRUE,TRUE,,,,,,,,,g,,,
paula-heeled-sandal,,,,,,,,Color,Black Mesh,Size,7.5,,,1316890BME075,453,shopify,1,deny,manual,111.20,278.00,TRUE,TRUE,,,,,,,,,g,,,
paula-heeled-sandal,,,,,,,,Color,Black Mesh,Size,8.5,,,1316890BME085,453,shopify,1,deny,manual,111.20,278.00,TRUE,TRUE,,,,,,,,,g,,,
denise-pump,Denise Pump,<p></p>,Homeboy Threads,,Shoes,"private, designer-donated",TRUE,Color,Black Moire,Size,6,,,1316884BLM006,453,shopify,1,deny,manual,111.20,278.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/IMG-1247.jpg?v=1762963215,1,Denise Pump,FALSE,Denise Pump | Homeboy Threads Resale | Homeboy Threads,,,g,,,active
denise-pump,,,,,,,,Color,Black Moire,Size,7,,,1316884BLM007,453,shopify,1,deny,manual,111.20,278.00,TRUE,TRUE,,,,,,,,,g,,,
denise-pump,,,,,,,,Color,Black Moire,Size,8,,,1316884BLM008,453,shopify,1,deny,manual,111.20,278.00,TRUE,TRUE,,,,,,,,,g,,,
denise-pump,,,,,,,,Color,Black Moire,Size,9,,,1316884BLM009,453,shopify,1,deny,manual,111.20,278.00,TRUE,TRUE,,,,,,,,,g,,,
denise-pump,,,,,,,,Color,Black Moire,Size,10,,,1316884BLM010,453,shopify,1,deny,manual,111.20,278.00,TRUE,TRUE,,,,,,,,,g,,,
denise-pump,,,,,,,,Color,Black Moire,Size,7.5,,,1316884BLM075,453,shopify,1,deny,manual,111.20,278.00,TRUE,TRUE,,,,,,,,,g,,,
denise-pump,,,,,,,,Color,Black Moire,Size,8.5,,,1316884BLM085,453,shopify,1,deny,manual,111.20,278.00,TRUE,TRUE,,,,,,,,,g,,,
denise-pump,,,,,,,,Color,Black Moire,Size,9.5,,,1316884BLM095,453,shopify,1,deny,manual,111.20,278.00,TRUE,TRUE,,,,,,,,,g,,,
cici-oversized-crew-sweater,Cici Oversized Crew Sweater,<p></p>,Homeboy Threads,,Sweatshirts,"private, designer-donated",TRUE,Color,Wheat,Size,L,,,1316866WET00L,453,shopify,1,deny,manual,99.20,248.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/044FC4AF-7703-4D48-B559-06624CD80318.png?v=1762962977,1,Cici Oversized Crew Sweater,FALSE,Cici Oversized Crew Sweater | Homeboy Threads Resale | Homeboy Threads,,,g,,,active
cici-oversized-crew-sweater,,,,,,,,Color,Wheat,Size,M,,,1316866WET00M,453,shopify,1,deny,manual,99.20,248.00,TRUE,TRUE,,,,,,,,,g,,,
cici-oversized-crew-sweater,,,,,,,,Color,Wheat,Size,S,,,1316866WET00S,453,shopify,1,deny,manual,99.20,248.00,TRUE,TRUE,,,,,,,,,g,,,
cici-oversized-crew-sweater,,,,,,,,Color,Wheat,Size,XL,,,1316866WET0XL,453,shopify,1,deny,manual,99.20,248.00,TRUE,TRUE,,,,,,,,,g,,,
cici-oversized-crew-sweater,,,,,,,,Color,Wheat,Size,XS,,,1316866WET0XS,453,shopify,1,deny,manual,99.20,248.00,TRUE,TRUE,,,,,,,,,g,,,
benji-regenerative-merino-scoop-neck,Benji Regenerative Merino Scoop Neck,<p></p>,Homeboy Threads,,Shirts,"private, designer-donated",TRUE,Color,Cocoa,Size,L,,,1316865CCA00L,453,shopify,1,deny,manual,51.20,128.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/IMG-1239.jpg?v=1762962878,1,Benji Regenerative Merino Scoop Neck,FALSE,Benji Regenerative Merino Scoop Neck | Homeboy Threads Resale | Homeboy Threads,,,g,,,active
benji-regenerative-merino-scoop-neck,,,,,,,,Color,Cocoa,Size,M,,,1316865CCA00M,453,shopify,1,deny,manual,51.20,128.00,TRUE,TRUE,,,,,,,,,g,,,
benji-regenerative-merino-scoop-neck,,,,,,,,Color,Cocoa,Size,S,,,1316865CCA00S,453,shopify,1,deny,manual,51.20,128.00,TRUE,TRUE,,,,,,,,,g,,,
benji-regenerative-merino-scoop-neck,,,,,,,,Color,Cocoa,Size,XL,,,1316865CCA0XL,453,shopify,1,deny,manual,51.20,128.00,TRUE,TRUE,,,,,,,,,g,,,
benji-regenerative-merino-scoop-neck,,,,,,,,Color,Cocoa,Size,XS,,,1316865CCA0XS,453,shopify,1,deny,manual,51.20,128.00,TRUE,TRUE,,,,,,,,,g,,,
pia-knit-top,Pia Knit Top,<p></p>,Homeboy Threads,,Shirts,"private, designer-donated",TRUE,Color,Black,Size,S,,,1316842BLK00S,453,shopify,1,deny,manual,51.20,128.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/IMG-1237.jpg?v=1762962729,1,Pia Knit Top,FALSE,Pia Knit Top | Homeboy Threads Resale | Homeboy Threads,,,g,,,active
pia-knit-top,,,,,,,,Color,Black,Size,XL,,,1316842BLK0XL,453,shopify,1,deny,manual,51.20,128.00,TRUE,TRUE,,,,,,,,,g,,,
pia-knit-top,,,,,,,,Color,Black,Size,XS,,,1316842BLK0XS,453,shopify,1,deny,manual,51.20,128.00,TRUE,TRUE,,,,,,,,,g,,,
chloe-knit-shrug-set,Chloe Knit Shrug Set,<p></p>,Homeboy Threads,,Shirts,"private, designer-donated",TRUE,Color,Black,Size,L,,,1316838BLK00L,453,shopify,1,deny,manual,43.20,108.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/IMG-1235.png?v=1762962683,1,Chloe Knit Shrug Set,FALSE,Chloe Knit Shrug Set | Homeboy Threads Resale | Homeboy Threads,,,g,,,active
chloe-knit-shrug-set,,,,,,,,Color,Black,Size,M,,,1316838BLK00M,453,shopify,1,deny,manual,43.20,108.00,TRUE,TRUE,,,,,,,,,g,,,
chloe-knit-shrug-set,,,,,,,,Color,Black,Size,S,,,1316838BLK00S,453,shopify,1,deny,manual,43.20,108.00,TRUE,TRUE,,,,,,,,,g,,,
chloe-knit-shrug-set,,,,,,,,Color,Black,Size,XL,,,1316838BLK0XL,453,shopify,1,deny,manual,43.20,108.00,TRUE,TRUE,,,,,,,,,g,,,
dana-knit-dress,Dana Knit Dress,<p></p>,Homeboy Threads,,Dresses,"private, designer-donated",TRUE,Color,Black,Size,M,,,1316781BLK00M,453,shopify,1,deny,manual,79.20,198.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/69474C1D-B3DE-429D-AA14-E4963A362B68.png?v=1762962482,1,Dana Knit Dress,FALSE,Dana Knit Dress | Homeboy Threads Resale | Homeboy Threads,,,g,,,active
dana-knit-dress,,,,,,,,Color,Black,Size,S,,,1316781BLK00S,453,shopify,1,deny,manual,79.20,198.00,TRUE,TRUE,,,,,,,,,g,,,
dana-knit-dress,,,,,,,,Color,Black,Size,XS,,,1316781BLK0XS,453,shopify,1,deny,manual,79.20,198.00,TRUE,TRUE,,,,,,,,,g,,,
melissa-knit-dress,Melissa Knit Dress,<p></p>,Homeboy Threads,,Dresses,"private, designer-donated",TRUE,Color,Black Currant,Size,S,,,1316770BKX00S,453,shopify,1,deny,manual,71.20,178.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/IMG-1233.png?v=1762962426,1,Melissa Knit Dress,FALSE,Melissa Knit Dress | Homeboy Threads Resale | Homeboy Threads,,,g,,,active
melissa-knit-dress,,,,,,,,Color,Black Currant,Size,XL,,,1316770BKX0XL,453,shopify,1,deny,manual,71.20,178.00,TRUE,TRUE,,,,,,,,,g,,,
minna-velvet-top,Minna Velvet Top,<p></p>,Homeboy Threads,,Shirts,"private, designer-donated",TRUE,Color,Black,Size,0,,,1316768BLK000,453,shopify,1,deny,manual,75.20,188.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/E0CBBD9E-E009-49C1-9ABC-ADD1A74D9841.png?v=1762962293,1,Minna Velvet Top,FALSE,Minna Velvet Top | Homeboy Threads Resale | Homeboy Threads,,,g,,,active
minna-velvet-top,,,,,,,,Color,Black,Size,2,,,1316768BLK002,453,shopify,1,deny,manual,75.20,188.00,TRUE,TRUE,,,,,,,,,g,,,
minna-velvet-top,,,,,,,,Color,Black,Size,4,,,1316768BLK004,453,shopify,1,deny,manual,75.20,188.00,TRUE,TRUE,,,,,,,,,g,,,
minna-velvet-top,,,,,,,,Color,Black,Size,6,,,1316768BLK006,453,shopify,1,deny,manual,75.20,188.00,TRUE,TRUE,,,,,,,,,g,,,
minna-velvet-top,,,,,,,,Color,Black,Size,12,,,1316768BLK012,453,shopify,1,deny,manual,75.20,188.00,TRUE,TRUE,,,,,,,,,g,,,
malika-velvet-top,Malika Velvet Top,<p></p>,Homeboy Threads,,Shirts,"private, designer-donated",TRUE,Color,Black,Size,8,,,1316762BLK008,453,shopify,1,deny,manual,67.20,168.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/BAA04B15-3486-4C4B-82EA-9E41400820C5.jpg?v=1762962042,1,Malika Velvet Top,FALSE,Malika Velvet Top | Homeboy Threads Resale | Homeboy Threads,,,g,,,active
malika-velvet-top,,,,,,,,Color,Black,Size,10,,,1316762BLK010,453,shopify,1,deny,manual,67.20,168.00,TRUE,TRUE,,,,,,,,,g,,,
malika-velvet-top,,,,,,,,Color,Black,Size,12,,,1316762BLK012,453,shopify,1,deny,manual,67.20,168.00,TRUE,TRUE,,,,,,,,,g,,,
chiara-silk-top,Chiara Silk Top,<p></p>,Homeboy Threads,,Shirts,"private, designer-donated",TRUE,Color,Almond,Size,10,,,1316761ALO010,453,shopify,1,deny,manual,75.20,188.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/IMG-1224.png?v=1762961970,1,Chiara Silk Top,FALSE,Chiara Silk Top | Homeboy Threads Resale | Homeboy Threads,,,g,,,active
amina-top,Amina Top,<p></p>,Homeboy Threads,,Shirts,"private, designer-donated",TRUE,Color,Black,Size,0,,,1316759BLK000,453,shopify,1,deny,manual,75.20,188.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/IMG-1222.png?v=1762961894,1,Amina Top,FALSE,Amina Top | Homeboy Threads Resale | Homeboy Threads,,,g,,,active
amina-top,,,,,,,,Color,Black,Size,2,,,1316759BLK002,453,shopify,1,deny,manual,75.20,188.00,TRUE,TRUE,,,,,,,,,g,,,
amina-top,,,,,,,,Color,Black,Size,4,,,1316759BLK004,453,shopify,1,deny,manual,75.20,188.00,TRUE,TRUE,,,,,,,,,g,,,
amina-top,,,,,,,,Color,Black,Size,6,,,1316759BLK006,453,shopify,1,deny,manual,75.20,188.00,TRUE,TRUE,,,,,,,,,g,,,
amina-top,,,,,,,,Color,Black,Size,10,,,1316759BLK010,453,shopify,1,deny,manual,75.20,188.00,TRUE,TRUE,,,,,,,,,g,,,
amina-top,,,,,,,,Color,Black,Size,12,,,1316759BLK012,453,shopify,1,deny,manual,75.20,188.00,TRUE,TRUE,,,,,,,,,g,,,
tilda-dress,Tilda Dress,<p></p>,Homeboy Threads,,Shirts,"private, designer-donated",TRUE,Color,Navy,Size,0,,,1316707NVY000,453,shopify,1,deny,manual,119.20,298.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/6CF7ED75-62F1-45B1-B246-454C835A0488.png?v=1762961596,1,Tilda Dress,FALSE,Tilda Dress | Homeboy Threads Resale | Homeboy Threads,,,g,,,active
tilda-dress,,,,,,,,Color,Navy,Size,2,,,1316707NVY002,453,shopify,1,deny,manual,119.20,298.00,TRUE,TRUE,,,,,,,,,g,,,
tilda-dress,,,,,,,,Color,Navy,Size,4,,,1316707NVY004,453,shopify,1,deny,manual,119.20,298.00,TRUE,TRUE,,,,,,,,,g,,,
tilda-dress,,,,,,,,Color,Navy,Size,12,,,1316707NVY012,453,shopify,1,deny,manual,119.20,298.00,TRUE,TRUE,,,,,,,,,g,,,
rosina-silk-top,Rosina Silk Top,<p></p>,Homeboy Threads,,Shirts,"private, designer-donated",TRUE,Color,Antique,Size,4,,,1316695ANQ004,453,shopify,1,deny,manual,75.20,188.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/FFE72590-65F9-4D53-A90B-B2BF7B85941B.png?v=1762961476,1,Rosina Silk Top,FALSE,Rosina Silk Top | Homeboy Threads Resale | Homeboy Threads,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/FFE72590-65F9-4D53-A90B-B2BF7B85941B.png?v=1762961476,g,,,active
rosina-silk-top,,,,,,,,Color,Black,Size,6,,,1316695BLK006,453,shopify,1,deny,manual,75.20,188.00,TRUE,TRUE,,,,,,,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/B8C7F66C-657A-48DC-81CE-2A34150CB1C7.png?v=1762961495,g,,,
rosina-silk-top,,,,,,,,Color,Black,Size,10,,,1316695BLK010,453,shopify,1,deny,manual,75.20,188.00,TRUE,TRUE,,,,,,,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/B8C7F66C-657A-48DC-81CE-2A34150CB1C7.png?v=1762961495,g,,,
rosina-silk-top,,,,,,,,Color,Black,Size,12,,,1316695BLK012,453,shopify,1,deny,manual,75.20,188.00,TRUE,TRUE,,,,,,,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/B8C7F66C-657A-48DC-81CE-2A34150CB1C7.png?v=1762961495,g,,,
rosina-silk-top,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/B8C7F66C-657A-48DC-81CE-2A34150CB1C7.png?v=1762961495,2,Rosina Silk Top,,,,,,,,
vivia-top,Vivia Top,<p></p>,Homeboy Threads,,Shirts,"private, designer-donated",TRUE,Color,Black,Size,0,,,1316691BLK000,453,shopify,1,deny,manual,75.20,188.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/IMG-1210.jpg?v=1762961322,1,Vivia Top,FALSE,Vivia Top | Homeboy Threads Resale | Homeboy Threads,,,g,,,active
vivia-top,,,,,,,,Color,Black,Size,2,,,1316691BLK002,453,shopify,1,deny,manual,75.20,188.00,TRUE,TRUE,,,,,,,,,g,,,
